unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
1108,A View to a Kill,1985,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,104.0,6.0,3.0,,,,,,,Chinatown,San Francisco,California
1109,Woman on the Run,1950,Former Hall of Justice (750 Kearny Street at Washington),,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,104.0,6.0,3.0,,,,,,,750 Kearny Street,San Francisco,California
1110,Golden Gate,1994,Bush Street (between Grant & Kearny Streets),,American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Hwang,Matt Dillon,Joan Chen,,108.0,8.0,3.0,,,,,,,Bush Street (between Grant street & Kearny street),San Francisco,California
1111,Surface,2022,Market Street at 4th Street,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,32.0,34.0,10.0,,,,,,,Market Street & 4th Street,San Francisco,California
1112,The OA Part II,2019,Lafayette Park,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,102.0,30.0,6.0,,,,,,,Lafayette Park,San Francisco,California
1113,Time After Time,1979,Lombard & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,17.0,13.0,6.0,,,,,,,Marina District,San Francisco,California
1114,Steve Jobs,2015,Sutter-Stockton Garage (444  Stockton),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,19.0,8.0,3.0,,,,,,,444  Stockton,San Francisco,California
1115,Chance- Season 1 ep102,2016,"Betelnut restaurant, 2030 Union St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,15.0,13.0,6.0,,,,,,,2030 Union St,San Francisco,California
1116,Terminator - Genisys,2015,Sutter Stockton Garage,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,19.0,8.0,3.0,,,,,,,Sutter Stockton Garage,San Francisco,California
1117,Nine Months,1995,Wasteland Store (1600 Haight Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,25.0,3.0,11.0,,,,,,,1600 Haight Street,San Francisco,California
1118,The Wedding Planner,2001,Lincoln Park,The land on which the park stands was a cemetery until the late 1860s.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,8.0,17.0,4.0,,,,,,,Lincoln Park,San Francisco,California
1119,Bullitt,1968,John Muir Drive (Lake Merced),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,43.0,16.0,8.0,,,,,,,Lake Merced,San Francisco,California
1120,The Bachelor,1999,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,19.0,8.0,3.0,,,,,,,Stockton Tunnel (Stockton Street & Sutter Street),San Francisco,California
1121,Sonic the Hedgehog,2020,Pine btwn Sansome and Front,,"Paramount Overseas Productions, Inc.",Paramount Pictures,Jeff Fowler,"Josh Miller, Patrick Casey, Oren Uziel",Jim Carrey,James Marsden,Ben Schwartz,108.0,8.0,3.0,,,,,,,Pine and Sansome,San Francisco,California
1122,Final Analysis,1992,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,98.0,13.0,6.0,,,,,,,"Presidio, Golden Gate National Recreation Area",San Francisco,California
1123,Ant-Man and the Wasp,2018,California St btwn Mason and Leavenworth,Stunt scene involving car flip,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,16.0,21.0,3.0,,,,,,,California St and Mason,San Francisco,California
1124,Always Be My Maybe,2019,Kearny btwn Columbus and Washington,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,108.0,6.0,3.0,,,,,,,Kearny and Columbus,San Francisco,California
1125,Americana,2015,Romolo Place @ Fresno St.,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,106.0,23.0,3.0,,,,,,,Romolo Place & Fresno St.,San Francisco,California
1126,Looking Season 2 ep 202,2015,100 Church Street,"Jake Shears, lead singer of the band Scissor Sisters, auditioned for the role of Dom.","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,28.0,5.0,5.0,,,,,,,100 Church Street,San Francisco,California
1127,Sense8,2015,Irving St. at 9th Ave.,continuous driving shots of a taxi going with the flow of existing traffic,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,109.0,14.0,11.0,,,,,,,Irving St. & 9th Ave.,San Francisco,California
1128,Nash Bridges,2021,Icehouse at Green Street,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77.0,8.0,3.0,,,,,,,Icehouse & Green Street,San Francisco,California
1129,The Diary of a Teenage Girl,2015,The Magazine at 920 Larkin,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,50.0,36.0,10.0,,,,,,,The Magazine at 920 Larkin,San Francisco,California
1130,D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,19.0,36.0,3.0,,,,,,,335 Powell Street,San Francisco,California
1131,Fat Man and Little Boy,1989,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Paramount Pictures,Paramount Pictures,Roland Joffe,Roland Joffe,Paul Newman,John Cusack,,22.0,9.0,11.0,,,,,,,Alamo Square,San Francisco,California
1132,Surface,2022,Fort Point,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,3.0,27.0,6.0,,,,,,,Fort Point,San Francisco,California
1133,Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,John Heard,107.0,32.0,6.0,,,,,,,800 Chestnut Street,San Francisco,California
1134,The Last Black Man in San Francisco,2019,Nevada St btwn Cortland and Jarboe Ave,,"LBMISF, LLC",A25,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,83.0,2.0,2.0,,,,,,,Nevada St and Cortland,San Francisco,California
1135,Cardinal X,2015,1601 Lane St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,86.0,1.0,9.0,,,,,,,1601 Lane St,San Francisco,California
1136,The Conversation,1974,Alamo Square (Hayes Valley),,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,22.0,9.0,11.0,,,,,,,Hayes Valley,San Francisco,California
1137,Shit and Champagne,2020,Green at Jones St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,107.0,32.0,3.0,,,,,,,Green & Jones St,San Francisco,California
1138,Knife Fight,2013,Green & Laguna Streets,,Divisadero Pictures & Knife Fight,Eagle Films,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,15.0,13.0,6.0,,,,,,,Green street & Laguna street,San Francisco,California
1139,Dopamine,2003,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,,98.0,13.0,6.0,,,,,,,"Presidio, Golden Gate National Recreation Area",San Francisco,California
1140,Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Mildred Lewis and Colin Higgins Productions,Paramount Pictures,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
1141,"Smile Again, Jenny Lee",2015,Mission Inn (5630 Mission St),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,66.0,28.0,1.0,,,,,,,5630 Mission St,San Francisco,California
1142,Edtv,1999,20th & Connecticut Streets (Potrero Hill),,Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,54.0,26.0,9.0,,,,,,,Potrero Hill,San Francisco,California
1143,Pushing Dead,2016,"Blind Cat, 3050 24th Street, San Francisco","Pushing Dead won the Audience Award for  Frameline San Francisco International LGBTQ Film Festival 
2016","Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,53.0,20.0,2.0,,,,,,,3050 24th Street,San Francisco,California
1144,Big Eyes,2014,Pine St. & Grant,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,104.0,8.0,3.0,,,,,,,Pine St. & Grant,San Francisco,California
1145,Ant-Man and the Wasp,2018,Lombard St btwn Polk and Leavenworth,Stunt driving scene,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,107.0,32.0,6.0,,,,,,,Lombard St and Polk,San Francisco,California
1146,Sense8,2015,Harrison & 20th,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,53.0,20.0,2.0,,,,,,,Harrison & 20th,San Francisco,California
1147,Chance - Season 1 Pilot,2016,60 Leavenworth St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,20.0,36.0,10.0,,,,,,,60 Leavenworth St,San Francisco,California
1148,Star Trek II : The Wrath of Khan,1982,Golden Gate Park,,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Jack B. Sowards,William Shatner,Leonard Nimoy,George Takei,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
1149,Venom,2018,Montgomery St and Vallejo St,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,106.0,23.0,3.0,,,,,,,Montgomery St and Vallejo St,San Francisco,California
1150,Sister Act 2: Back in the Habit,1993,"Maritime Museum, Building 201 (Fort Mason)",,Touchstone Pictures,Buena Vista Pictures,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,98.0,13.0,6.0,,,,,,,Fort Mason,San Francisco,California
1151,Vertigo,1958,York Hotel (940 Sutter Street),,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,50.0,21.0,3.0,,,,,,,940 Sutter Street,San Francisco,California
1152,Petulia,1968,Pier 43 1/2,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,99.0,23.0,3.0,,,,,,,Pier 43 1/2,San Francisco,California
1153,The Princess Diaries,2001,Baker Beach,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,3.0,27.0,6.0,,,,,,,Baker Beach,San Francisco,California
1154,Mission (aka City of Bars),2001,"The 500 Club (500 Guerrero Street, Mission District)",,,,Loren Marsh,Loren Marsh,Chris Coburn,,,37.0,20.0,5.0,,,,,,,500 Guerrero Street,San Francisco,California
1155,Looking,2014,Orphan Andy's,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,38.0,5.0,5.0,,,,,,,Orphan Andy's,San Francisco,California
1156,Jade,1995,Lombard & Hyde Streets,,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,107.0,32.0,6.0,,,,,,,Lombard street & Hyde street,San Francisco,California
1157,Quitters,2015,923 Vermont St.,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,54.0,26.0,9.0,,,,,,,923 Vermont St,San Francisco,California
1158,The Last Thing He Told Me,2023,Oracle Park,,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,31.0,4.0,10.0,,,,,,,Oracle Park,San Francisco,California
1159,"Play it Again, Sam",1972,Surf Theater (4520 Irving Street),,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,39.0,35.0,7.0,,,,,,,4520 Irving Street,San Francisco,California
1160,San Andreas,2015,Washington Square,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,106.0,23.0,3.0,,,,,,,Washington Square,San Francisco,California
1161,Blue Jasmine,2013,Marina Blvd from Laguna to Baker,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,17.0,27.0,6.0,,,,,,,Marina Blvd from Laguna to Baker,San Francisco,California
1162,Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,32.0,34.0,10.0,,,,,,,375 Seventh Street,San Francisco,California
1163,Dirty Harry,1971,"Marina Green, Marina District","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,17.0,13.0,6.0,,,,,,,"Marina Green, Marina District",San Francisco,California
1165,Experiment in Terror,1962,George Washington High School (600 32nd Avenue ),,Columbia Pictures Corporation,Columbia Pictures,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,8.0,29.0,4.0,,,,,,,600 32nd Avenue,San Francisco,California
1166,Doctor Dolittle,1998,Telegraph Hill Blvd (Telegraph Hill),,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,18.0,23.0,3.0,,,,,,,Telegraph Hill,San Francisco,California
1167,DEVS,2020,Judah at 20th Ave,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,39.0,35.0,7.0,,,,,,,Judah & 20th Ave,San Francisco,California
1168,Chance- Season 1 ep107,2016,Buena Vista betweeen Upper Terrace and Java St.,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,112.0,5.0,5.0,,,,,,,Buena Vista betweeen Upper Terrace and Java St.,San Francisco,California
1169,Summertime,2015,Oasis Nightclub (298 11th St),,"Creative Monster Productions, Inc.",2 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,32.0,20.0,10.0,,,,,,,298 11th St,San Francisco,California
1170,Freebie and the Bean,1974,TransAmerica Pyramid (600 Montgomery Street),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,108.0,6.0,3.0,,,,,,,600 Montgomery Street,San Francisco,California
1171,Foul Play,1978,Sokoji-Soto Zen Buddhist Temple (1691 Laguna Street),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,101.0,15.0,11.0,,,,,,,1691 Laguna Street,San Francisco,California
1172,Shit and Champagne,2020,2644 Mission St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,53.0,20.0,2.0,,,,,,,2644 Mission St,San Francisco,California
1173,The Wedding Planner,2001,Pleasant Street at Taylor,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,16.0,21.0,3.0,,,,,,,Pleasant Street & Taylor,San Francisco,California
1174,Looking Season 2 ep 203,2015,"Boxer Stadium, 166 Havelock Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,94.0,28.0,1.0,,,,,,,166 Havelock Street,San Francisco,California
1175,Etruscan Smile,2017,"Marriott Marquis, 780 Mission Street","The Marriott Marquis opened on October 17, 1989, the day of the Loma Prieta earthquake.[7] With better earthquake proofing than several nearby hotels, the building only lost a single window.[7]","Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,32.0,8.0,10.0,,,,,,,780 Mission Street,San Francisco,California
1176,The Phone/Jexi,2019,Regency Ballroom - 1290 Sutter St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,50.0,21.0,3.0,,,,,,,1290 Sutter St,San Francisco,California
1177,Looking,2014,Casa Lucas Market at 2934 24th St,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,2934 24th St,San Francisco,California
1178,The Dead Pool,1988,San Francisco Drydock (The Dogpatch),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,55.0,26.0,9.0,,,,,,,The Dogpatch,San Francisco,California
