unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
1014,Tales of the City,2019,"Hotel Jefferson, 440 Eddy St",,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,20.0,36.0,10.0,,,,,,,440 Eddy St,San Francisco,California
1015,I Remember Mama,1948,Grant Avenue (North Beach),,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,106.0,23.0,3.0,,,,,,,North Beach,San Francisco,California
1016,High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,9.0,12.0,4.0,,,,,,,"Conservatory of Flowers, Golden Gate Park",San Francisco,California
1017,Chance Season 2,2017,Leavenworth at McAllister St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,21.0,36.0,10.0,,,,,,,Leavenworth & McAllister St,San Francisco,California
1018,Goliath- Season 4,2021,Hyde and Chestnut,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,107.0,32.0,6.0,,,,,,,Hyde and Chestnut,San Francisco,California
1020,Milk,2008,Market & Castro Street,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,38.0,5.0,5.0,,,,,,,Market Street & Castro Street,San Francisco,California
1021,Petulia,1968,307 Filbert Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,18.0,23.0,3.0,,,,,,,307 Filbert Street,San Francisco,California
1022,Groove,2000,435 23rd Street at Illinois,,415 Productions,Sony Pictures Classics,Greg Harrison,Greg Harrison,Chris Ferreira,Elizabeth Sun,,56.0,26.0,9.0,,,,,,,435 23rd Street,San Francisco,California
1023,Foul Play,1978,Montgomery & Pine Streets (Financial District),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,108.0,8.0,3.0,,,,,,,Financial District,San Francisco,California
1024,Sudden Fear,1952,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Joseph Kaufmann Pictures,RKO Pictures,David Miller,Lenore J. Coffee,Joan Crawford,Jack Palance,Gloria Grahame,107.0,32.0,6.0,,,,,,,Lombard Street,San Francisco,California
1025,Surface,2022,Fremont Street between 1st Street and 2nd vStreet,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,,,,,,,,,,Fremont Street and 1st,San Francisco,California
1026,Terminator - Genisys,2015,California at Jones,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,16.0,21.0,3.0,,,,,,,California at Jones,San Francisco,California
1027,GirlBoss,2017,Filbert between Grant and Kearny,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,18.0,23.0,3.0,,,,,,,Filbert and Grant,San Francisco,California
1028,Golden Gate,1994,Buena Vista Park (Haight Street at Buena Vista),"Established in 1867, Buena Vista Park is the oldest official park in San Francisco.",American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Hwang,Matt Dillon,Joan Chen,,112.0,3.0,11.0,,,,,,,Buena Vista Park (Haight Street & Buena Vista),San Francisco,California
1029,Dirty Harry,1971,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,108.0,8.0,3.0,,,,,,,555 California Street,San Francisco,California
1030,Patch Adams,1998,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,32.0,8.0,10.0,,,,,,,639 Market Street,San Francisco,California
1031,Invasion of the Body Snatchers,1978,Transamerica Building (600 Montgomery Street at Clay),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center.",Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,108.0,6.0,3.0,,,,,,,600 Montgomery Street,San Francisco,California
1032,DEVS,2020,Main St at Harrison,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,30.0,8.0,10.0,,,,,,,Main St & Harrison,San Francisco,California
1033,The Dead Pool,1988,20th & De Haro Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,54.0,26.0,9.0,,,,,,,Potrero Hill,San Francisco,California
1034,Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,32.0,34.0,10.0,,,,,,,375 9th St,San Francisco,California
1035,Bullitt,1968,Cesar Chavez & Mission Street (Mission),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,83.0,2.0,2.0,,,,,,,Mission,San Francisco,California
1036,Ant-Man and the Wasp,2018,Financial District,VFX and B-roll Shots,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,108.0,6.0,3.0,,,,,,,Financial District,San Francisco,California
1037,A View to a Kill,1985,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,,,,,,,,,,City Hall,San Francisco,California
1039,Boys and Girls,2000,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,106.0,23.0,3.0,,,,,,,666 Filbert Street,San Francisco,California
1040,Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
1041,Junior,1994,Chinatown Gate,"Designed in 1970, the Chinatown Gate (aka the Dragon Gate) is based on ceremonial gates found in Chinese villages.",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,104.0,8.0,3.0,,,,,,,Chinatown Gate,San Francisco,California
1042,Looking Season 2 ep 209,2015,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,102.0,30.0,6.0,,,,,,,1890 Clay Street,San Francisco,California
1044,Getting Even with Dad,1994,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,108.0,8.0,10.0,,,,,,,Transbay Terminal (Mission Street & 1st Street),San Francisco,California
1045,Blue Jasmine,2013,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,56.0,26.0,9.0,,,,,,,The Ramp Restaurant,San Francisco,California
1046,Looking,2014,Presidio Church at 130 Fisher Loop,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,3.0,27.0,6.0,,,,,,,Presidio Church at 130 Fisher Loop,San Francisco,California
1047,Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,55.0,26.0,9.0,,,,,,,San Francisco Drydock (20th and Illinois Streets),San Francisco,California
1048,The Phone/Jexi,2019,Hyde btwn Jefferson and Broadway - Cable Car Line,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,107.0,21.0,3.0,,,,,,,Hyde and Jefferson,San Francisco,California
1049,The Dead Pool,1988,Portsmouth Square (Chinatown),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,104.0,6.0,3.0,,,,,,,Chinatown,San Francisco,California
1050,Looking,2014,Muddy Waters Coffee House,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,Muddy Waters Coffee House,San Francisco,California
1051,Bicentennial Man,1999,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,,,,,,,,,,City Hall,San Francisco,California
1052,The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Redford-Ritchie Productions,Warner Bros. Pictures,Michael Ritchie,Jeremy Larner,Robert Redford,Peter Boyle,,19.0,36.0,3.0,,,,,,,335 Powell Street,San Francisco,California
1053,Venom: Let There Be Carnage,2021,Coit Tower,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,18.0,23.0,3.0,,,,,,,Coit Tower,San Francisco,California
1054,Star Trek IV: The Voyage Home,1986,Intersection of Columbus & Mason Streets,,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,106.0,23.0,3.0,,,,,,,Intersection of Columbus street & Mason street,San Francisco,California
1055,Surface,2022,Leavenworth Street between Greenwich and Filbert,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,18.0,23.0,3.0,,,,,,,Leavenworth Street and Greenwich,San Francisco,California
1056,Boys and Girls,2000,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,32.0,34.0,10.0,,,,,,,1122 Folsom Street,San Francisco,California
1057,Women is Losers,2020,110 Pierce St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,26.0,3.0,11.0,,,,,,,110 Pierce St,San Francisco,California
1058,After the Thin Man,1936,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Frances Goodrich,William Powell,Myrna Loy,James Stewart,18.0,23.0,3.0,,,,,,,Coit Tower,San Francisco,California
1059,When We Rise,2017,Haight St. at Central,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,25.0,3.0,11.0,,,,,,,Haight St. & Central,San Francisco,California
1060,The Last Black Man in San Francisco,2019,Evans Ave/Hunters Pt Bvld btwn Keith and Hawes St,,"LBMISF, LLC",A44,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,76.0,1.0,9.0,,,,,,,Evans Ave/Hunters Pt Bvld and Keith,San Francisco,California
1061,Chance- Season 1 ep103,2016,17th and Arkansas,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,54.0,4.0,9.0,,,,,,,17th and Arkansas,San Francisco,California
1062,Looking Season 2 ep 204,2015,601 Buena Vista Ave West,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,112.0,3.0,5.0,,,,,,,601 Buena Vista Ave,San Francisco,California
1063,Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,108.0,8.0,3.0,,,,,,,1 Sansome Street,San Francisco,California
1064,Beautiful Boy,2018,Divisadero between Broadway and Greenwich,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,14.0,13.0,6.0,,,,,,,Divisadero and Broadway,San Francisco,California
1065,Foul Play,1978,"Fiesta Laundromat (898 S. Van Ness Ave., Mission)",,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,53.0,20.0,2.0,,,,,,,"Fiesta Laundromat (898 S. Van Ness Ave., Mission)",San Francisco,California
1066,Tales of the City,2019,Castro District,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,115.0,5.0,5.0,,,,,,,Castro District,San Francisco,California
1067,Bitter Melon,2018,"Pay and Save Grocery, 599 Guerrero St",The film won Best Narrative Feature at the San Diego Asian Film Festival.,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,37.0,20.0,5.0,,,,,,,599 Guerrero St,San Francisco,California
1068,Goliath- Season 4,2021,Stockton and Jackson,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,104.0,6.0,3.0,,,,,,,Stockton and Jackson,San Francisco,California
1069,Super Pumped: The Battle for Uber,2022,Texas Street at 19th Street,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,54.0,26.0,9.0,,,,,,,Texas Street & 19th Street,San Francisco,California
1070,Chance- Season 1 ep103,2016,San Bruno and Alameda,,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,33.0,20.0,9.0,,,,,,,San Bruno and Alameda,San Francisco,California
1071,Boys and Girls,2000,628 Cole Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,25.0,3.0,11.0,,,,,,,628 Cole Street,San Francisco,California
1072,180,2011,555 Market St.,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,108.0,8.0,10.0,,,,,,,555 Market St,San Francisco,California
1073,Twisted,2004,Pier 39,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,99.0,23.0,3.0,,,,,,,Pier 39,San Francisco,California
1074,Interview With The Vampire,1994,100 Market Street at 6th Street,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,20.0,36.0,10.0,,,,,,,100 Market Street,San Francisco,California
1075,The Bachelor,1999,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,107.0,6.0,3.0,,,,,,,North Beach,San Francisco,California
1076,Junior,1994,2552 Hyde Street,,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,107.0,32.0,6.0,,,,,,,2552 Hyde Street,San Francisco,California
1077,Foul Play,1978,430 Vallejo Street (Telegraph Hill),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,18.0,23.0,3.0,,,,,,,430 Vallejo Street,San Francisco,California
1078,Chance Season 2,2017,20th St between Church and Dolores St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,52.0,20.0,5.0,,,,,,,20th St and Church,San Francisco,California
1079,Godzilla,2014,California & Davis St,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,108.0,8.0,3.0,,,,,,,California Street & Davis St,San Francisco,California
1080,Chance- Season 1 ep106,2016,Treasure Island,"From the late 1980s, Treasure Island's old aircraft Hangar 2 (Building 2) and Hangar 3 (Building 3) served as sound stages for film-making and TV, including  Rent, The Pursuit of Happyness, Flubber, What Dreams May Come, Patch Adams, The Parent Trap, Bicentennial Man and the TV series Trauma.",TVM Productions,HULU,Sara Gran,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,36.0,37.0,10.0,,,,,,,Treasure Island,San Francisco,California
1081,Woman on the Run,1950,Cable Car Signal Box (California Street at Powell Street),SF Cable Cars are the only moving National Historical Landmark.,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,16.0,6.0,3.0,,,,,,,Cable Car Signal Box (California Street & Powell Street),San Francisco,California
1082,Experiment in Terror,1962,Candlestick Park,"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,79.0,1.0,9.0,,,,,,,Candlestick Park,San Francisco,California
1083,The Last Black Man in San Francisco,2019,363 Lyon St,,"LBMISF, LLC",A55,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,24.0,18.0,11.0,,,,,,,363 Lyon St,San Francisco,California
1084,A Taiwanese Tale of Two Cities,2018,"Castro Theatre, 429 Castro St.",,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,38.0,5.0,5.0,,,,,,,429 Castro St,San Francisco,California
1085,The Matrix Resurrections,2021,"Joe & The Juice, 235 Montgomery",,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108.0,8.0,3.0,,,,,,,"Joe & The Juice, 235 Montgomery",San Francisco,California
1086,"Budding Prospects, Pilot",2017,Gough Street & Clay Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,102.0,30.0,6.0,,,,,,,Gough Street & Clay Street,San Francisco,California
1087,Looking Season 2 ep 204,2015,Castro Street @ 18th street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38.0,5.0,5.0,,,,,,,Castro Street & 18th street,San Francisco,California
1088,Foul Play,1978,"Hayes Valley Care (601 Laguna Street, Hayes Valley)",,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,22.0,9.0,11.0,,,,,,,601 Laguna Street,San Francisco,California
1089,Magnum Force,1973,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,55.0,26.0,9.0,,,,,,,San Francisco Drydock (20th and Illinois Streets),San Francisco,California
1090,"Smile Again, Jenny Lee",2015,Montgomery Street at Post Street,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,19.0,8.0,3.0,,,,,,,Montgomery Street & Post Street,San Francisco,California
1091,Sense8,2015,16th St.,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,54.0,4.0,9.0,,,,,,,16th St.,San Francisco,California
1092,So I Married an Axe Murderer,1993,Swedenborgian Church (2107 Lyon Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,10.0,31.0,6.0,,,,,,,2107 Lyon Street,San Francisco,California
1093,Sense8 - Season 2,2016,"Marina Morrison Bridal, 30 Maiden Ln.",,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,19.0,8.0,3.0,,,,,,,30 Maiden Ln,San Francisco,California
1094,The Enforcer,1976,24th Street Mini Park (Mission District),,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,53.0,20.0,2.0,,,,,,,Mission District,San Francisco,California
1095,Alexander's Ragtime Band,1938,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Henry King,Kathryn Scola,Tyrone Power,Alice Faye,Don Ameche,16.0,21.0,3.0,,,,,,,950 Mason Street,San Francisco,California
1096,Innerspace,1987,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,18.0,23.0,3.0,,,,,,,Telegraph Hill,San Francisco,California
1097,The Rock,1996,The San Francisco Bay,,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,,,,,,,,,,The San Francisco Bay,San Francisco,California
1098,Chance- Season 1 ep110,2016,Ocean Park Motel,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,40.0,35.0,7.0,,,,,,,Ocean Park Motel,San Francisco,California
1099,It Came From Beneath the Sea,1955,Chrissy Field,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Clover Productions,Columbia Pictures,Robert Gordon,George Worthing Yates,Kenneth Tobey,Faith Domergue,Donald Curtis,3.0,27.0,6.0,,,,,,,Chrissy Field,San Francisco,California
1100,Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center)",The Dalai Lama opened an exhibition on Wisdom and Compassion at the museum in 1991.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Ruth Gordon,21.0,36.0,10.0,,,,,,,200 Larkin Street,San Francisco,California
1101,Looking Season 2 ep 206,2015,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,102.0,30.0,6.0,,,,,,,1890 Clay Street,San Francisco,California
1102,Ballers Season 3,2017,"Fairmont Hotel (950 Mason Street, Nob Hill)",,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,16.0,21.0,3.0,,,,,,,950 Mason Street,San Francisco,California
1103,Dirty Harry,1971,Forest Hill Station- MUNI,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,45.0,41.0,8.0,,,,,,,Forest Hill Station- MUNI,San Francisco,California
1104,The Last Black Man in San Francisco,2019,"Portola Rose Garden, 598 Hamilton St at Woolsey St",,"LBMISF, LLC",A46,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,91.0,25.0,2.0,,,,,,,598 Hamilton St,San Francisco,California
1105,Venom,2018,"North Beach: Kearny/Vallejo, Kearny/Broadway, Broadway/Columbus",Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,107.0,21.0,3.0,,,,,,,"North Beach: Kearny/Vallejo, Kearny/Broadway, Broadway/Columbus",San Francisco,California
1106,The Dead Pool,1988,1954 Mason Street (North Beach),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,107.0,6.0,3.0,,,,,,,1954 Mason Street,San Francisco,California
1107,The Internship,2013,Players Arcade at Pier 39,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,99.0,23.0,3.0,,,,,,,Players Arcade & Pier 39,San Francisco,California
