unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
1924,Twisted,2004,Mojito (1337-1339 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,106.0,23.0,3.0,1339 Grant Avenue,San Francisco,California,"37.799259, -122.407501",37.799259,-122.407501,tt0315297,"Crime,Drama,Mystery",97,5.3,23271.0,nm0442241,Philip Kaufman,,,nm0861638,Sarah Thorp,,,,
1925,Godzilla,2014,Sacramento & Front St.,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,108.0,8.0,3.0,Sacramento Street & Front St.,San Francisco,California,"37.794292, -122.398992",37.794292,-122.398992,tt0831387,"Action,Adventure,Sci-Fi",123,6.4,447040.0,nm2284484,Gareth Edwards,,,nm1709264,Dave Callaham,nm1440919,Max Borenstein,,
1927,Pushing Dead,2016,"433 Baker Street,",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,24.0,18.0,11.0,433 Baker Street,San Francisco,California,"37.775022, -122.441661",37.775022,-122.441661,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
1928,Mrs. Doubtfire,1993,1200 Washington Street at Taylor Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,16.0,21.0,3.0,1200 Washington Street,San Francisco,California,"37.794412, -122.413319",37.794412,-122.413319,tt0107614,"Comedy,Drama",125,7.1,295893.0,nm0001060,Chris Columbus,,,nm0277590,Anne Fine,nm0802020,Randi Mayem Singer,nm0228908,Leslie Dixon
1929,Americana,2015,Foreign Cinema (2534 Mission),,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,53.0,20.0,2.0,2534 Mission,San Francisco,California,"37.756475, -122.419035",37.756475,-122.419035,tt17676734,,,,,nm5136004,Tony Tost,,,nm5136004,Tony Tost,,,,
1930,Surface,2022,Waller Street between Scott and Pierce,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,26.0,3.0,11.0,Waller Street and Scott,San Francisco,California,"37.770552, -122.435207",37.770552,-122.435207,tt13694702,"Drama,Mystery,Thriller",48,6.3,5235.0,nm0589284,Sam Miller,nm3604358,Ed Lilly,nm1957892,Leigh Ann Biety,nm9349624,Raven Jackson,nm5535928,Glenise Mullins
1931,Bicentennial Man,1999,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,36.0,37.0,10.0,Treasure Island,San Francisco,California,"37.825264, -122.36998",37.825264,-122.36998,tt0182789,"Drama,Romance,Sci-Fi",132,6.9,125890.0,nm0001060,Chris Columbus,,,nm0001920,Isaac Asimov,nm0798844,Robert Silverberg,nm0443582,Nicholas Kazan
1932,The Bachelor,1999,Mama's Restaurant (1701 Stockton),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,106.0,23.0,3.0,1701 Stockton,San Francisco,California,"37.801524, -122.40959",37.801524,-122.40959,tt0120596,"Comedy,Romance",101,5.1,19114.0,nm0802551,Gary Sinyor,,,nm0576362,Roi Cooper Megrue,nm0369841,Jean C. Havez,nm0115669,Clyde Bruckman
1934,Dawn of the Planet of the Apes,2014,California & Powell,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,16.0,6.0,3.0,California & Powell,San Francisco,California,"37.784645, -122.407699",37.784645,-122.407699,tt2103281,"Action,Adventure,Drama",130,7.6,490008.0,nm0716257,Matt Reeves,,,nm0093560,Mark Bomback,nm0415425,Rick Jaffa,nm0798646,Amanda Silver
1935,Super Pumped: The Battle for Uber,2022,Harrison Street between Spear and Embarcadero,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,30.0,8.0,10.0,Harrison Street and Spear,San Francisco,California,"37.788852, -122.389431",37.788852,-122.389431,tt11173006,,,,,nm0001093,John Dahl,nm0297489,Zetna Fuentes,nm12608105,Mike Isaac,nm0002718,Brian Koppelman,nm0505522,David Levien
1937,Chef Dynasty: House of Fang,2022,"House of Nanking, 919 Kearny",,"Quidnet Media, LLC",Food Network,,,Lillian Phan,Long Vo,Christy-Anne Lopez,104.0,6.0,3.0,"House of Nanking, 919 Kearny",San Francisco,California,"37.79632647056726, -122.40548636278214",37.79632647056726,-122.4054864,tt25154554,Reality-TV,\N,3.8,111.0,\N,,,,\N,,,,,
1938,When We Rise,2017,24th St. between Florida and Alabama,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,53.0,20.0,2.0,24th St. and Florida,San Francisco,California,"37.75275, -122.410089",37.75275,-122.410089,tt5292622,,,,,nm0085257,Dustin Lance Black,nm2011696,Dee Rees,nm0085257,Dustin Lance Black,nm1197300,Cleve Jones,nm0800455,Derek Simonds
1939,Vertigo,1958,Ernie's Restaurant (847 Montgomery Street),"Called the ""Essex Club"" in the film.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,106.0,6.0,3.0,847 Montgomery Street,San Francisco,California,"37.796914, -122.403901",37.796914,-122.403901,tt0052357,"Mystery,Romance,Thriller",128,8.3,433252.0,nm0000033,Alfred Hitchcock,,,nm0178785,Alec Coppel,nm0853138,Samuel A. Taylor,nm0092267,Pierre Boileau
1940,High Crimes,2002,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"".",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,19.0,8.0,3.0,Union Square,San Francisco,California,"37.7846, -122.409427",37.7846,-122.409427,tt0257756,"Crime,Drama,Mystery",115,6.4,48851.0,nm0002083,Carl Franklin,,,nm0277511,Joseph Finder,nm0954693,Yuri Zeltser,nm0081060,Grace Cary Bickley
1941,Foul Play,1978,"Fort Point, Presidio","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,3.0,27.0,6.0,"Fort Point, Presidio",San Francisco,California,"37.810146, -122.476647",37.810146,-122.476647,tt0077578,"Comedy,Mystery,Thriller",116,6.8,17220.0,nm0383359,Colin Higgins,,,nm0383359,Colin Higgins,,,,
1942,On the Road,2012,Sacramento & Montgomery Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,108.0,6.0,3.0,Sacramento street & Montgomery street,San Francisco,California,"37.793788, -122.402976",37.793788,-122.402976,tt0337692,"Adventure,Drama,Romance",124,6.0,43492.0,nm0758574,Walter Salles,,,nm0449616,Jack Kerouac,nm1433580,Jose Rivera,,
1943,Always Be My Maybe,2019,Contemporary Jewish Museum,"When Sasha, Keanu, Jenny and Marcus go for dinner together, the restaurant (known in the film as ""maximal"") is actually San Francisco's Contemporary Jewish Museum.","Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,32.0,8.0,10.0,Contemporary Jewish Museum,San Francisco,California,"37.786163673755155, -122.40412261438921",37.78616367375516,-122.4041226,tt7374948,"Comedy,Romance",101,6.8,63484.0,nm0451274,Nahnatchka Khan,,,nm4399227,Ali Wong,nm1320827,Randall Park,nm1486706,Michael Golamco
1944,Red Widow,2013,Geary & 20th Ave,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,8.0,29.0,4.0,Geary Street & 20th Ave,San Francisco,California,"37.78028375169017, -122.47935791675035",37.78028375169017,-122.4793579,tt2215399,"Crime,Drama,Thriller",60,6.5,3211.0,nm0317382,Billy Gierhart,nm0568192,Terry McDonough,nm0267679,Ryan Farley,nm0742279,Melissa Rosenberg,nm1081625,Pieter Bart Korthuis
1945,Innerspace,1987,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Amblin Entertainment,Warner Bros. Pictures,Joe Dante,Chip Proser,Dennis Quaid,Martin Short,Meg Ryan,,,,Golden Gate Bridge,San Francisco,California,"37.818109, -122.480934",37.818109,-122.480934,tt0093260,"Action,Adventure,Comedy",120,6.8,65907.0,nm0001102,Joe Dante,,,nm0090151,Jeffrey Boam,nm0698734,Chip Proser,,
1946,Cardinal X,2015,100 Alemany Blvd.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,83.0,2.0,2.0,100 Alemany Blvd,San Francisco,California,"37.735759, -122.409888",37.735759,-122.409888,tt3664992,,,,,nm6424423,Angie Wang,,,nm6424423,Angie Wang,,,,
1947,This Is Us,2022,Pier 39,,20th Television,NBC,Mandy Moore,"Dan Fogelman, Casey Johnson, David Windsor, Chrissy Metz",Milo Ventimiglia,Mandy Moore,Sterling K. Brown,99.0,23.0,3.0,Pier 39,San Francisco,California,"37.809912, -122.410364",37.809912,-122.410364,tt5555260,,,,,nm0646440,Ken Olin,nm0462277,Chris Koch,nm1557594,Dan Fogelman,nm7988902,Laura Kenar,nm4435408,Eboni Freeman
1948,Kamikaze Hearts,1986,Market Street Between Noe and Sanchez,,Leger/Bashore,Facets Multimedia Distribution,Juliet Bashore,Juliet Bashore,Tigr,Sharon Mitchell,,28.0,5.0,5.0,Market Street Between Noe and Sanchez,San Francisco,California,"37.76491782327627, -122.43212597900016",37.76491782327627,-122.432126,tt0091323,Drama,87,6.4,339.0,nm0059814,Juliet Bashore,,,nm0059814,Juliet Bashore,nm0461329,John Knoop,nm0579734,Tigr
1949,Nine Months,1995,60 Spear Street,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,108.0,8.0,10.0,60 Spear Street,San Francisco,California,"37.792646, -122.394595",37.792646,-122.394595,tt0113986,"Comedy,Romance",103,5.5,38854.0,nm0001060,Chris Columbus,,,nm0105317,Patrick Braoudé,nm0001060,Chris Columbus,,
1951,Bedazzled,2000,"Washington Square Park (Filbert, between Stockton and Powell)",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,,,,"Washington Square Park (Filbert, and Stockton",San Francisco,California,"37.80095736340617, -122.40999213701129",37.80095736340617,-122.4099921,tt0230030,"Comedy,Fantasy",93,6.1,113337.0,nm0000601,Harold Ramis,,,nm0177228,Peter Cook,nm0001545,Dudley Moore,nm0312205,Larry Gelbart
1952,Boys and Girls,2000,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,104.0,6.0,3.0,Chinatown,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt0204175,"Comedy,Drama,Romance",94,5.4,17703.0,nm0410769,Robert Iscove,,,nm0523198,Andrew Lowery,nm0587884,Andrew Miller,,
1953,Sense8,2015,Grand View Ave.,Bicycle chase scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,51.0,22.0,5.0,Grand View Ave.,San Francisco,California,"37.75317812590797, -122.4418769143733",37.75317812590797,-122.4418769143733,tt2431438,"Drama,Mystery,Sci-Fi",60,8.2,164682.0,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski,nm0833089,J. Michael Straczynski,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski
1954,Looking,2014,Sutro Baths,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,7.0,29.0,4.0,Sutro Baths,San Francisco,California,"37.780215, -122.513231",37.780215,-122.513231,tt2581458,"Comedy,Drama,Romance",30,8.2,21934.0,nm0354091,Andrew Haigh,nm0044803,Jamie Babbit,nm2328145,Michael Lannan,nm6152442,J.C. Lee,nm0354091,Andrew Haigh
1955,Chance - Season 1 Pilot,2016,"Mario's Café, 566 Columbus",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,106.0,23.0,3.0,"Mario's Café, 566 Columbus",San Francisco,California,"37.80020270946984, -122.40988479552497",37.80020270946984,-122.4098848,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1956,Casualties of War,1989,Mission Dolores Park (Mission District) via J-Church MUNI Train,"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",Columbia Pictures Corporation,Columbia Pictures,Brian DePalma,Daniel Lang,Michael J. Fox,Sean Penn,,21.0,36.0,10.0,Mission District,San Francisco,California,"37.758778, -122.41689",37.758778,-122.41689,tt0097027,"Action,Crime,Drama",113,7.1,48703.0,nm0000361,Brian De Palma,,,nm0485718,Daniel Lang,nm0704792,David Rabe,,
1957,The Phone/Jexi,2019,Sodini Restaurant - 510 Green St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,106.0,23.0,3.0,510 Green St,San Francisco,California,"37.79985, -122.40765",37.79985,-122.40765,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1958,Nash Bridges,2021,"San Francisco Bar Pilots Association, Pier 9 East End",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,99.0,23.0,3.0,"San Francisco Bar Pilots Association, Pier 9 East End",San Francisco,California,"37.80102047070174, -122.39604311531009",37.80102047070174,-122.3960431,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
1959,Time After Time,1979,One Embarcadero Center (Financial District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,108.0,8.0,3.0,Financial District,San Francisco,California,"37.793648, -122.39894",37.793648,-122.39894,tt0080025,"Adventure,Drama,Sci-Fi",112,7.0,20923.0,nm0583292,Nicholas Meyer,,,nm7375907,Karl Alexander,nm0371051,Steve Hayes,nm0583292,Nicholas Meyer
1961,The Phone/Jexi,2019,Grid around Union Square,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,19.0,8.0,3.0,Grid around Union Square,San Francisco,California,"37.787653729150556, -122.4067546621439",37.78765372915056,-122.4067547,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1962,"Smile Again, Jenny Lee",2015,510 Noe Street & 18th St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,52.0,5.0,5.0,510 Noe Street,San Francisco,California,"37.76068, -122.43303",37.76068,-122.43303,tt4396558,"Drama,Mystery",110,,,nm0129410,Carlo Caldana,,,nm0129410,Carlo Caldana,,,,
1963,"Smile Again, Jenny Lee",2015,2100 Pacific Ave at Laguna St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,102.0,30.0,6.0,2100 Pacific Ave,San Francisco,California,"37.794161348250874, -122.43013153573806",37.79416134825088,-122.43013153573806,tt4396558,"Drama,Mystery",110,,,nm0129410,Carlo Caldana,,,nm0129410,Carlo Caldana,,,,
1964,Interview With The Vampire,1994,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,108.0,8.0,3.0,Ferry Building,San Francisco,California,"37.795408, -122.393404",37.795408,-122.393404,tt3960394,,,,,nm2172605,Levan Akin,nm1349199,Keith Powell,nm0148276,Jonathan Ceniceroz,nm1289754,Rolin Jones,nm0723351,Anne Rice
1966,The Dead Pool,1988,New Asia Restaurant (772 Pacific Avenue at Grant),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,104.0,6.0,3.0,772 Pacific Avenue,San Francisco,California,"37.79693214278502, -122.40819696238805",37.79693214278502,-122.40819696238805,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1967,Chance Season 2,2017,Union St at Leavenworth St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,107.0,32.0,3.0,Union St & Leavenworth St,San Francisco,California,"37.799413, -122.417422",37.799413,-122.417422,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1968,Milk,2008,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,,,,Golden Gate Bridge,San Francisco,California,"37.818109, -122.480934",37.818109,-122.480934,tt1013753,"Biography,Drama,History",128,7.5,180809.0,nm0001814,Gus Van Sant,,,nm0085257,Dustin Lance Black,,,,
1970,Chance Season 2,2017,Steiner St between Jackson and Clay St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,102.0,30.0,6.0,Steiner St and Jackson,San Francisco,California,"37.792266, -122.436219",37.792266,-122.436219,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1971,Copycat,1995,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,,115.0,5.0,5.0,Twin Peaks,San Francisco,California,"37.762391, -122.434972",37.762391,-122.434972,tt0112722,"Drama,Mystery,Thriller",123,6.6,67222.0,nm0000750,Jon Amiel,,,nm0081189,Ann Biderman,nm0535189,David Madsen,,
1973,GirlBoss,2017,"Mission Dolores Park, 19th St. & Dolores St.","After the devastating earthquake of 1906, the park served as a refugee camp for more than 1600 families who lost their home in the disaster.","Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,37.0,20.0,5.0,Mission Dolores Park,San Francisco,California,"37.759162, -122.427309",37.759162,-122.427309,tt5706996,,,,,nm0228542,Christian Ditter,nm0044803,Jamie Babbit,nm4619459,Sophia Amoruso,nm3873358,Jen Braeden,nm0134224,Kay Cannon
1974,"Murder in the First, Season 1",2014,Cameron House (920 Sacramento Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,16.0,6.0,3.0,920 Sacramento Street,San Francisco,California,"37.793354, -122.408416",37.793354,-122.408416,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1975,Joy Luck Club,1993,Horace Mann School (3351 23rd Street),,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,53.0,20.0,2.0,3351 23rd Street,San Francisco,California,"37.753418, -122.420102",37.753418,-122.420102,tt0107282,,,,,nm0911061,Wayne Wang,,,nm0848819,Amy Tan,nm0060103,Ron Bass,,
